label,tanggal,judul,narasi
1,6-Feb-19,CNN Indonesia Buat Berita Berjudul SERTIFIKAT GANDA KERJA REZIM JOKOWI,"CNN INDONESIA

SERTIFIKAT GANDA KERJA REZIM JOKOWI
10 November 2018"
1,3-Feb-19,paham politik gak sih pak?,"Aduh pak, bukan kelemahannya pak Jokowi itu,
anda yang gak mudeng, justru itu yang bikin anda dan kampret makin terlihat bodoh,
paham politik gak sih pak?"
1,9-Sep-18,Judul Berita Prabowo: Mengaji Tidak Dibutuhkan Dalam Memimpin Negara,"ah Pokoknya apa kata Prabowo laaahâ€¦..
 Amin Rais jangan nyinyir yaaaa keh keh keh"
0,4-Sep-18,Universitas Muhammadiyah Kupang Bantah Akan Menginisasi Gerakan #GantiPresiden2019,"Terkait salah satu dosennya menjadi insiator Gerakan #GantiPresiden2019 di Kabupaten Manggarai Barat, Nusa Tenggara Timur (NTT), pihak Universitas Muhammadiyah Kupang (UMK) membantah bahwa kampusnya terlibat dalam gerakan tersebut."
0,07-Agu-18,PKS dan Gerindra Purwakarta Bantah Pasang Spanduk yang Dinilai Provokatif,Kami Caleg Partai Gerindra dan PKS Menolak Khilafah. Indonesia Damai Menolak Khilafah di Wilayah Purwakarta. Barisan Muda Muslim Purwakarta.
1,30-Jun-18,Kalimantan Barat Memanas,"MENANG SONGONG, KALAH NGAMUK!"
1,25-May-18,"Tersangka Ujaran Kebencian Dosen USU, Himma Dewiyana, Dibebaskan",Terima kasih bang Romo Syafiâ€™i dan Ketua KAHMI telah membantu membebaskan ibu Himma.
1,16-Apr-18,Dedi Mulyadi Menghamili Siswi Mts,"Bupati Purwakarta yang kini menjadi Calon Wakil Gubernur Jawa Barat, Dedi Mulyadi pernah membantah informasi yang mengatakan dirinya menghamili siswi Mts. Yang sebenarnya terjadi kata Dedi adalah Ia menjadi saksi nikah dari seorang anak tokoh masyarakat Sumedang yang tengah hamil dengan yang menghamilinya."
1,21-Feb-18,"DI TUDUH CURI MEDALI MILIK BAMBANG PAMUNGKAS, MUHAMMAD YUSUF BUKA SUARA","Mantan Ketua Umum Jakmania, Larico Ranggamone : â€œSoal yang ramai medali Bepe hilang ditunjukkan kepada M Yusuf ini, itu medali palsu didapat dari tantenya dari PSSI. Itu beda dari medali yang didapat tim Persija,â€."
1,31-Jan-18,Malam Nanti Jam 3:25 Pagi Bulan Akan Mengelilingi Kabah,"Malam nanti jam 3:25 pagi bulan akan mengelilingi Kaâ€™bah dan langit akan berwarna biru muda, inilah saâ€™at penerimaâ€™an doa,taubat,munajat,iniâ€‹ *terjadi setiap 100 ribu tahun sekali,
 *Hari ini di malam hari siapa pun yang berdoâ€™a akan diterima. Bulan akan melakukan Tawaaf di sekitar Kaâ€™bah.
 Tolong sampaikan ini kepada semua orang. *Rabbi minkulli zambi waâ€™atubu illiahi.. , jika kamu mengirim doa ini ke temanmu, Allah akan menyelesaikan semua masalahmu.
 Tolong kirimkan ini ke Setiap orang dekat Kita sehingga mereka bisa mengetahui .. ..
 semoga bermanfaat Aamiin"
1,30-Nov-17,PENDAFTARAN PESERTA UJI NYALI MASIH DUNIA LAIN TRANS 7 DI PABRIK MERCON,"PENDAFTARAN PESERTA ACARA UJI NYALI â€œMASIH DUNIA LAINâ€ TELEVISI TRANS 7 :
Buat para spookiers yang pengen ikutan uji nyali, langsung kirim data melalui email, data yang perlu diisi adalah;
Nama :
Umur :
Alamat :
Pekerjaan :
Motivasi ikut uji nyali :
No Telp :"
1,9-Nov-17,"Kartu SIM XL, Indosat, Smarfren, dan Telkomsel Disadap Badan Intelijen AS","Kemenkominfo melalui Badan Regulasi Telekomunikasi Indonesia (BRTI) menyatakan telah menerima laporan investigasi operator seluler terkait dugaan penyadapan pada kartu SIM buatan Gemalto ( Hutchinson 3, XL Axiata, Indosat, Telkomsel) oleh badan intelijen AS, National Security Agency (NSA) dan Government Communication Headquarter (GCHQ)."
1,23-Oct-17,Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor,Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor
1,16-Sep-17,Foto John Kei yang Sudah Disunting,"Bismillah,
 Hari ini team Mualaf Center Darussalam diwakili Harsha Agousta Brahma Sadewa dan ibu Jenderal Lisze Dewi Purnamawati berangkat ke LP. Batu Nusakambangan Cilacap memastikan niat John Kei masuk Islam..
 Sebelum memutuskan masuk Islam John Kei alias John Refra pemuda asal Tutrean, Pulau Kei pernah di juluki sebagai Godfather of Jakarta.."
0,22-Aug-17,Pengoperasionalan Kereta Bandara,"Buat teman2 yang ada kunjungan ke Jakarta, sejak 17 Agustus 2017 sudah ada transportasi kereta api dari bandara Soekarno-Hatta..?"
0,18-Jul-17,Tusuk Gigi Sebarkan HIV AIDS,Tusuk Gigi Sebarkan HIV AIDS
1,25-May-17,Pelaku Bom Kampung Melayu adalah Anggota Polisi,Pelaku Bom Kampung Melayu adalah Anggota Polisi
1,5-Mar-17,: Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU
1,6-Jan-17,Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan,Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan
1,19-Dec-16,Es Krim Merek AICE Bosnya Orang Cina dan Bahannya Kimia Semua,"Siang tadi sy mampir di distributor es krim merk _*Aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : â€œorang chinaâ€, lho kok tau kalau org china apa sdh pernah ketemu? Tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china ..katanya. Penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!!"
1,10-Dec-16,Video yang menunjukkan anak Muslim yang disiksa oleh Budha di Myanmar,Video yang menunjukkan anak â€˜Muslimâ€™ yang disiksa oleh â€˜Budhaâ€™ di Myanmar
1,19-Nov-16,Foto Kerusuhan Demo Anti Trump di Amerika Serikat,Foto Kerusuhan Demo Anti Trump di Amerika Serikat
1,5-Aug-20,"bentrok antar ormas Gerakan Jaga Indonesia dengan FPI, LPI dan HTI di Kota Bandung pada 27 Juli 2020","Aksi demo yang tanpa tujuan di depan Gedung DPR-MPR yang di lakukan 50 orang simpatisan PDI-P di komandoi oleh Boedi Djarot dkk, yang menginjak-injak, merobek, dan membakar Poster Habib Rizieq Syihab, ternyata berbuntut panjang. Di kota bandung terjadi Bentrok antara Ormas Gerakan Jaga Indonesia ( GJI-PDI-P ) dengan Ormas-ormas Islam FPI, HTI, LPI, pembela dan penjaga Pancasila, Nkri dan Ulama. Akibatnya 7 orang anggota ormasa Gerakan Jaga Indonesia & PDI-P mati kena sabetan pedang Lasykar FPI, dari pihak HTI 1 orang mengalami luka sabetan di bahu. Bukan itu saja Bentrokan pun meluas hingga terjadi Kebakaran beberapa pertokoan yang berdekatan dengan Markas PDI-P, karena lemparan Bom Molotov. Aparat Polisi pun tidak berani ke Tkp"
1,6-Jul-20,Video Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT,Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT
1,26-Jun-20,Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP,"â€œLebih jauh, Prijanto mengatakan, istilah petugas partai yang disampaikan Ketua Umum PDIP Megawati Soekarnoputri kepada Jokowi juga dinilai modus komunisme. Sebab, istilah petugas partai mirip dengan pekerja partai yang pernah dikatakan tokoh PKI DN Aidit."
1,11-Jun-20,Gubernur Jakarta Anies Baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan COVID-19,GUBERNUR JAKARTA ANIES BASWEDAN MENDAPAT PENGHARGAAN TERBAIK DI SELURUH DUNIA DALAM PENANGANAN COVID-19
1,24-Apr-20,masyarakat New Zealand belajar Wudhu,"Kabar Terbaru dari NEW ZEALAND Subhanallah,,,, masyarakat New Zealand pd belajar Wudhu. Dan Kumpul di Lapangan. Mereka Mulai Belajar dan Mendalami Islam Kalau Allah Sudah Berkehendak,, ! Semua bisa terjadi. Allahu Akbar !!! Sungguh Allah Maha Pembolak Balik Hati Manusia"
1,14-Apr-20,Sejumlah Polisi India Telah Tiba Di Indonesia,Kabar Terkini.. Sejumlah Polisi India Telah Tiba Di Indonesia Untuk menertibkan Masyarakat yg tdk mau tinggal di rumah..Siapkan Pantat dan Minyak Gosok.
1,22-Mar-20,Video KELUYURAN DILUAR RUMAH? DI MALAYSIA DITEMBAK API PAKAI DRONE,"KELUYURAN DILUAR RUMAHâ€¦??
 DI MALAYSIA DITEMBAK API PAKAI DRONEâ€¦."
1,17-Mar-20,"Antisipasi Corona, Seluruh BUMN DKI Ditutup","ANTISIPASI CORONA, SELURUH BUMN DKI DITUTUP"
1,26-Dec-19,Jokowi Halal Dilengserkan,Manusia yg gk punya nilai dn kuwalitas gk pantas mnjdi apapun di negeri ini..
1,18-Dec-19,"Sandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri","Sandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri? Sakit jiwa kali yang beginian ya?"
1,5-Dec-19,"Beredar Surat Rekrutmen Satpol PP, Kepala Satpol PP dan Damkar Sintang Angkat Bicara","Kepala Satpol PP dan Damkar, Martin Nandung: â€œGak jelas sumber dan tidak ada penanggungjawab. Ndak ada cap dan tanda tangan,"
1,9-Oct-19,Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,"Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,"
1,23-Sep-19,Universitas Brawijaya dan UMM Bantah Liburkan Perkuliahan karena Ada Aksi Mahasiswa,"Hoaks, mbak. Kegiatan belajar normal, kegiatan kampus juga normal"
1,16-Jan-17,Luthfi Abdul Hadi Meminta Maaf kepada Kiai Said Aqil Siroj,"Akhirnya Gus Ipul wakil Gubernur jatim turun tangan menyelesaikan FITNAH yg di tuduhkan kepada ketum PBNU PROF DR KH Said Aqil Siroj.
 Semoga para tukang fitnah tidak kejang2 â€¦"
1,23-Jul-19,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata untuk Bodohi Warga Jakarta
1,20-Jul-19,Khoirul Anwar Penemu 4G LTE,"Khoirul Anwar dianggap gila. Ditertawakan. Bahkan dicemooh. Idenya dianggap muskil. Tak masuk akal. Semua ilmuwan yang berkumpul di Hokkaido, Jepang, itu menganggap pemikiran yang dipresentasikan itu tak berguna. â€¦"
1,19-May-19,Syukuran Jokowi 2 p,"Syukuran Jokowi 2 p,, tnp kamera ,bawa bekal sendiri, kompak,, salam Jokowi"
1,13-May-19,Video Polisi Tembak Saksi Saat Rekap Pleno KPU,Polisi menembak saksi yang tidak trima rekap pleno KPU
0,28-Mar-19,Penjelasan KPU Gowa terkait Baliho Surat Suara yang Tidak Mencantumkan Foto Capres-Cawapres Prabowo-Sandi,"Hari ini
Pemasangan baliho contoh surat suara Pilpres 
oleh KPU
Di Kec Bontonompo Kab Gowa
Mana foto capres cawapres 02?
Luar Biasa KPU Gowa
Kalian sudah mencederai demokrasi"
1,15-Mar-19,Masukan Persatuan Tunanetra Indonesia Terkait Braile Surat Suara di Jakarta 80% Salah Semua,"Info dari Pertuni

Ini masukan aja tadi dari Pertuni (persatuan tunanetra Indonesia) yg di Jkt ngecek surat suara yg braile ke KPU ternyata hampir 80% salah semua"
0,25-Sep-18,Kementan Bantah Siluet Wajah yang Ada Dibungkus Plastik Bertuliskan Beras Segar dan Toko Tani Indonesia ialah Presiden Jokowi,"â€œGambar atau foto yang tertera pada kemasan beras Toko Tani Indonesia adalah bukan foto Presiden RI Bapak Jokowi. Itu foto model staf Kementan di Biro Umum dan Pengadaan Kementan, Mas Agus Faizal,â€ kata Kepala Biro Humas dan Informasi Publik Kementan, Kuntoro Boga Andri, Selasa (25/9)."
0,15-Agu-18,Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Setelah Vaksin MR,"â€œItu secara kebetulan. Tidak berhubungan dengan imunisasi. Ini penyakit sendiri bukan efek dari vaksin MR,â€ ujarnya."
1,3-Jul-18,Hasil Scanning Port Bolong,"KPU harusnya punya server sendiri. Ini bawa2 ITB, Moratel.. Gimana pemilu berikutnyaâ€¦"
1,29-Jun-18,REKRUTMEN PT PINDAD,Sehubungan dengan rekrutmen calon karyawan pada pt pindad untuk wilayah kerja meliputi Region Sulawesi
0,29-Jun-18,: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018
1,23-Mar-18,"Mark Zuckerberg, CEO Facebook, Menemukan Kata BFF","Test FB tmn2 disiniâ€¦â€¦
 
 Mark Zuckerberg, CEO Facebook, menemukan kata BFF, untuk memastikan akun anda aman di facebook. Ketik Bff di komentar,
 Jika terlihat hijau, akun anda dilindungi.
 Jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang.
 # Copied"
0,4-Mar-18,Penjelasan Terkait Berita Muslim Cyber Army yang Tidak Sesuai Standar,"Berdasarkan peninjauan internal redaksi, ditemukan fakta bahwa editor terburu-buru dalam mengunggah artikel tersebut. Sehingga, mengabaikan standar yang ditentukan terutama terkait dengan cover bothside. Termasuk, untuk selektif dalam mencari narasumber karena telah menjadikan akun anonim sebagai rujukan utama."
0,27-Feb-18,"Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya","Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya"
0,8-Feb-18,Penganiayaan Ulama di Bogor,"Utk Kesekian kalinya terjadi Penganiayaan thdp Ulama2 di JaBarâ€¦ðŸ˜–ðŸ˜¢
 Hr ini Ulama Bogor, Ust.sulaiman dibacok orang gila di bogorâ€¦ðŸ˜¤
 Umat ISLAM Rapatkan Barisan.. Always Waspadaâ€¦ðŸ’ªðŸ»ðŸ’ªðŸ»ðŸ’ªðŸ»
 #Waspada
 #SaveUlama
 #HasbunallahWanimalWakiiilâ€¦ðŸ™ðŸ˜­"
0,26-Jan-18,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan
1,30-Nov-17,Jalan Slamet Riyadi Kota Solo Tergenang Banjir,"Wali Kota Solo FX Hadi Rudyatmo geram dengan informasi hoax terkait banjir di Jalan Slamet Riyadi, Solo."
1,21-Nov-17,Mahalnya Biaya Sekolah Pelayaran,"3 Tahun sekolah pelayaran
Udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan.â€."
1,5-Nov-16,Video Peserta Aksi 411 Merusak Toko,Sisa Video Pendemo yang menjarah warung di Jakarta 4 November semalam. Di share biar tahu kelakuannya!
1,26-Mar-16,51% Saham Taxi Express Sudah Dimiliki oleh Sandiaga Uno,Kepemilikan 51% saham Taxi Express oleh pengusaha dan bakal cagub Sandiaga Uno
1,11-Dec-15,Mesin Mobil Sering Mati Di Atas Rel Kereta Api,"[â€¦] MENGAPA MESIN MOBIL SERING MATI DI ATAS PERLINTASAN REL KERETA API
 
 Org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll"
0,22-Oct-15,Indonesia Gagal Wujudkan Swasembada Pangan,Pemerintah rencana impor beras 1 juta ton = Indonesia gagal swasembada
1,19-Jul-20,Media Tidak Menyiarkan Demo RUU HIP,Masih kah percaya dengan TVâ€¦tidak ada satupunmedia TV menyiarkan Demo tolak UU HIPâ€¦â€¦ .terutama orang desa yang jauh dari jangkauan mereka hanya percaya sama TV. Padahal TV sudah di boking rezim yang berkuasaâ€¦ayo rakyat bukakan mata dan pikiran..ISU COVID 19. Hanya pengalihanâ€¦ini bentuk pembodohan SDM..
1,26-Jun-20,PEMBAKAR BENDERA PDI-P TERNYATA ADALAH ANGGOTA SIMPATISAN PDI-P SENDIRI,"Bawa sendiri, Bakar sendiri, Lapor sendiri. Memang Pki tukang Nyusup Licik. Pengalihan tolak RUU HIP-Pki. Kpd Umat Kristiani jgn terhasut Pki yg suka Fitnah & adu domba. Apalagi mendukung & membela Pki. Itu dosa besar, karena Pki tdk percaya Yesus Kristus & agama.Pki & antek2-nya serta pendukung tempatnya adalah Kerak Neraka."
1,21-Jun-20,Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang,"Minggu, 21 Juni 2020 BUAT 500 ORANG PEMENANG Rilis Hadiah!"
1,8-Jun-20,Panggilan Seleksi Rekrutmen Pertamina Tanggal 7-8 Juni 2020,"Surat bernomor 20198/HRD/PT Pertamina Persero/VI/2020 perihal panggilan seleksi rekrutmen karyawan (i). Dalam surat disebutkan lokasi seleksi rekrutmen di Gedung Perwira 2 Lantai 1 Jl. Medan Merdeka Timur 1A, Jakarta Pusat."
1,9-Apr-20,Tidak ada sama sekali Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19,Mana Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19. Tidak ada sama sekali.
1,5-Apr-20,Video Gereja minta di azankan corona ga aktif bila di dengarkan azan,Gereja minta di azankan..mrk yakin krn berdasarkan riset corona ga aktif bila di dengarkan azan atau Alquran.Mashaallah.
1,30-Mar-20,Video In America there has been looting everywhere for fear of the corona virus,In America there has been looting everywhere for fear of the corona virus
1,28-Mar-20,Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan Made Indonesia,"BUATAN INDONESIA, PABRIKNYA KORSEL, SALESNYA TIONGKOK, PEMBELINYA INDONESIA ðŸ˜‚ Mumet endasku ðŸ˜‡
 Dalam foto itu, dus terlihat tulisan merek APD. Selain itu, ada tulisan Korea dibawahnya, lalu tulisan berbahasa Inggris yang menunjukkan jumlah dalam satu dus dan warna APD, serta nomor seri. Yang menarik, di bagian bawah terdapat tulisan â€˜Made in Indonesiaâ€™."
0,16-Mar-20,Update Status Terkait Penutupan Beberapa Destinasi Wisata di DIY,"Kita sudah komunikasikan dengan Kementerian BUMN dan sesuai dengan ajakan Presiden Jokowi, bahwa TWC akan berlakukan penutupan bagi pengunjung,"
1,14-Mar-20,Satu pasien virus corona dr Badau otw dirujuk ke rumah sakit rujukan Sintang,"Selamat sore kwn2,
 barusan dpt info dr kwn yg kerja di RS sintang bahwa ada satu pasien virus corona dr Badau saat ini sdg otw dirujuk ke rumah sakit rujukan Sintang, utk kita waspada klu ada yang berkunjung ke RS Anang klupa pakai masker"
1,19-Feb-20,Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikarta,"ikarang siaga 3 dengan virus Corona ada kabar untuk daerah Lippo sudah ada yg terserang viirus Corona 3 orang dan meninggal dunia namun kita belum nyelidiki ke TKPâ€¦dan himbauan untuk warga CIKARANG dan sekitarnya untuk hari ini dan seterusnya WAJIB MEMAKAI MASKER agar tidak terkena virus Coronaâ€¦.pusat virus Corona ada di sebuah perusahaan besar MEIKARTA, dan sampai saat ini pemerintah blm menindak tegas,, bahkan tdi pagi ada aksi dari para habib seBEKASI meminta pemerintah membasmi virus Corona di BEKASI"
1,12-Feb-20,"Video Mata juling Akibat main game ular yg lgi trending skrang, hati Gaeeees","Akibat main game ularâ€ yg lgi trending skrang, hatiâ€ Gaeeees"
1,21-Nov-19,"Judul Artikel Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang Kuat","Artikel tamparan-news[dot]blogspot[dot]com menampilkan artikel dengan judul Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang â€œKuatâ€ yang di awal artikel ditulis {MERDEKAIND}."
1,13-Oct-19,Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar,Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar. Keahlian pilot dan keputusan yang diambilnya dalam sepersekian detik menyelamatkan 380 penumpang. Ini disebut mukjizat. Teroris dan Khilafah harus out dari NKRI
1,22-Aug-19,royalty 8 ribu rupiah setiap WA,"Bila anda berikhlas hati utk menghilangkan penderitaan anak ini mohon video ini diteruskan kpd siapa saja karena anak ini akan mendapat royalty 8 ribu rupiah setiap WA yg anda kurim. Terimakasih, semoga anda mendapat pahala. Aamiin YRA"
1,24-Jul-19,"Artikel Liputan6.com : Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu","Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu"
1,2-May-19,Menpora Imam Nahrawi Mundur Dari Jabatannya,"INFO

Dari sebelah"
0,25-Apr-19,Klarifikasi KPU Terkait Pernyataan Ustaz Haikal Hassan Mengenai 13 Juta Pemilih yang Gila,"Mohon maaf, pak @haikal_hassan. Pemilih â€œgilaâ€ itu hoax. Yg benar, sesuai Putusan MK 135/2015 adalah pemilih dg â€œgangguan jiwa/ingatanâ€. Gila hanya salah satu jenisnya. Lagipula angkanya juga hoax. Dulu 14 juta. Sekarang didiskon jadi 13 juta. Yg benar hanya 54.295. Demikian"
0,22-Apr-19,15 Kotak Suara DPRD Jambi Dibakar OTK,"Berita Pagi ini di TV One, Berhubung 02 unggul di Jambi, Kardus KPU dibakar Oleh oknum untuk menghilangkan bukti C1
Sekarang sudah pahamkan kenapa kotak suara dari kardus?"
1,25-Mar-19,Metro TV Memberitakan Penyerang Senator Australia Ternyata Pengagum Jokowi,"Apa- apa semua di klaim sm metro tv nehâ€¦
Kenal saja kagak ngomong pengagum. Urat malu nya dah putus mereka.
Besok, ganti candi borobudur, menara Eiffel, bahkan air terjun Niagara bakal di klaim si Jae yang bangun"
1,23-Feb-19,SBY suruh coblos nomor 01 @Jokowi Amin,"Waduh pak SBY kok gitu sih, suruh coblos nomor 01 @Jokowi Amin.
 
 Kasihan kan pak, ada yang akan punah.
 
 #OrangBaikPilihJokowi
 
 #JokowiLagi
 
 #01_IndonesiaMajuâ€."
1,12-Feb-19,Foto Gajah Menolong Anak Singa Dengan Belalainya.,"Seekor singa melintasi sabana bersama anak nya. Krn panas terik , anaknya nyaris tdk bisa berjalan. "
